基因名称,基因ID,涉及其他数据库,涉及其他数据的编号,涉及其他数据库的链接（若有多个网址用分号分隔）
"ITPR1 inositol 1,4,5-trisphosphate receptor type 1",3708,Ensembl,ENSG00000150995,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000150995
"ITPR1 inositol 1,4,5-trisphosphate receptor type 1",3708,UniProt,Q14643,https://www.uniprot.org/uniprot/Q14643
SLC1A6 solute carrier family 1 member 6,6511,NCBI-GeneID,6511,https://www.ncbi.nlm.nih.gov/gene/6511
SLC1A6 solute carrier family 1 member 6,6511,NCBI-ProteinID,NP_005062,https://www.ncbi.nlm.nih.gov/protein/NP_005062
SLC1A6 solute carrier family 1 member 6,6511,OMIM,600637,https://omim.org/entry/600637
SLC1A6 solute carrier family 1 member 6,6511,HGNC,10944,https://www.genenames.org/tools/search/#!/?query=%2010944
SLC1A6 solute carrier family 1 member 6,6511,Ensembl,ENSG00000105143,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000105143
SLC1A6 solute carrier family 1 member 6,6511,UniProt,P48664 B7Z7Q5,https://www.uniprot.org/uniprot/P48664; https://www.uniprot.org/uniprot/B7Z7Q5
GRM1 glutamate metabotropic receptor 1,2911,NCBI-GeneID,2911,https://www.ncbi.nlm.nih.gov/gene/2911
GRM1 glutamate metabotropic receptor 1,2911,NCBI-ProteinID,NP_001264993,https://www.ncbi.nlm.nih.gov/protein/NP_001264993
GRM1 glutamate metabotropic receptor 1,2911,OMIM,604473,https://omim.org/entry/604473
GRM1 glutamate metabotropic receptor 1,2911,HGNC,4593,https://www.genenames.org/tools/search/#!/?query=%204593
GRM1 glutamate metabotropic receptor 1,2911,Ensembl,ENSG00000152822,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000152822
GRM1 glutamate metabotropic receptor 1,2911,UniProt,Q13255 Q59HC2,https://www.uniprot.org/uniprot/Q13255; https://www.uniprot.org/uniprot/Q59HC2
PRNP prion protein (Kanno blood group),5621,NCBI-GeneID,5621,https://www.ncbi.nlm.nih.gov/gene/5621
PRNP prion protein (Kanno blood group),5621,NCBI-ProteinID,NP_000302,https://www.ncbi.nlm.nih.gov/protein/NP_000302
PRNP prion protein (Kanno blood group),5621,OMIM,176640,https://omim.org/entry/176640
PRNP prion protein (Kanno blood group),5621,HGNC,9449,https://www.genenames.org/tools/search/#!/?query=%209449
PRNP prion protein (Kanno blood group),5621,Ensembl,ENSG00000171867,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000171867
PRNP prion protein (Kanno blood group),5621,UniProt,P04156 Q53YK7,https://www.uniprot.org/uniprot/P04156; https://www.uniprot.org/uniprot/Q53YK7
RYR1 ryanodine receptor 1,6261,NCBI-GeneID,6261,https://www.ncbi.nlm.nih.gov/gene/6261
RYR1 ryanodine receptor 1,6261,NCBI-ProteinID,NP_000531,https://www.ncbi.nlm.nih.gov/protein/NP_000531
RYR1 ryanodine receptor 1,6261,OMIM,180901,https://omim.org/entry/180901
RYR1 ryanodine receptor 1,6261,HGNC,10483,https://www.genenames.org/tools/search/#!/?query=%2010483
RYR1 ryanodine receptor 1,6261,Ensembl,ENSG00000196218,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000196218
RYR1 ryanodine receptor 1,6261,UniProt,P21817,https://www.uniprot.org/uniprot/P21817
RYR2 ryanodine receptor 2,6262,NCBI-GeneID,6262,https://www.ncbi.nlm.nih.gov/gene/6262
RYR2 ryanodine receptor 2,6262,NCBI-ProteinID,NP_001026,https://www.ncbi.nlm.nih.gov/protein/NP_001026
RYR2 ryanodine receptor 2,6262,OMIM,180902,https://omim.org/entry/180902
RYR2 ryanodine receptor 2,6262,HGNC,10484,https://www.genenames.org/tools/search/#!/?query=%2010484
RYR2 ryanodine receptor 2,6262,Ensembl,ENSG00000198626,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000198626
RYR2 ryanodine receptor 2,6262,UniProt,Q92736,https://www.uniprot.org/uniprot/Q92736
RYR3 ryanodine receptor 3,6263,NCBI-GeneID,6263,https://www.ncbi.nlm.nih.gov/gene/6263
RYR3 ryanodine receptor 3,6263,NCBI-ProteinID,NP_001027,https://www.ncbi.nlm.nih.gov/protein/NP_001027
RYR3 ryanodine receptor 3,6263,OMIM,180903,https://omim.org/entry/180903
RYR3 ryanodine receptor 3,6263,HGNC,10485,https://www.genenames.org/tools/search/#!/?query=%2010485
RYR3 ryanodine receptor 3,6263,Ensembl,ENSG00000198838,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000198838
RYR3 ryanodine receptor 3,6263,UniProt,Q15413,https://www.uniprot.org/uniprot/Q15413
"ITPR1 inositol 1,4,5-trisphosphate receptor type 1",3708,NCBI-GeneID,3708,https://www.ncbi.nlm.nih.gov/gene/3708
"ITPR1 inositol 1,4,5-trisphosphate receptor type 1",3708,NCBI-ProteinID,NP_001161744,https://www.ncbi.nlm.nih.gov/protein/NP_001161744
"ITPR1 inositol 1,4,5-trisphosphate receptor type 1",3708,OMIM,147265,https://omim.org/entry/147265
"ITPR1 inositol 1,4,5-trisphosphate receptor type 1",3708,HGNC,6180,https://www.genenames.org/tools/search/#!/?query=%206180
"ITPR1 inositol 1,4,5-trisphosphate receptor type 1",3708,Ensembl,ENSG00000150995,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000150995
"ITPR1 inositol 1,4,5-trisphosphate receptor type 1",3708,UniProt,Q14643,https://www.uniprot.org/uniprot/Q14643
"ITPR2 inositol 1,4,5-trisphosphate receptor type 2",3709,NCBI-GeneID,3709,https://www.ncbi.nlm.nih.gov/gene/3709
"ITPR2 inositol 1,4,5-trisphosphate receptor type 2",3709,NCBI-ProteinID,NP_002214,https://www.ncbi.nlm.nih.gov/protein/NP_002214
"ITPR2 inositol 1,4,5-trisphosphate receptor type 2",3709,OMIM,600144,https://omim.org/entry/600144
"ITPR2 inositol 1,4,5-trisphosphate receptor type 2",3709,HGNC,6181,https://www.genenames.org/tools/search/#!/?query=%206181
"ITPR2 inositol 1,4,5-trisphosphate receptor type 2",3709,Ensembl,ENSG00000123104,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000123104
"ITPR2 inositol 1,4,5-trisphosphate receptor type 2",3709,UniProt,Q14571,https://www.uniprot.org/uniprot/Q14571
"ITPR3 inositol 1,4,5-trisphosphate receptor type 3",3710,NCBI-GeneID,3710,https://www.ncbi.nlm.nih.gov/gene/3710
"ITPR3 inositol 1,4,5-trisphosphate receptor type 3",3710,NCBI-ProteinID,NP_002215,https://www.ncbi.nlm.nih.gov/protein/NP_002215
"ITPR3 inositol 1,4,5-trisphosphate receptor type 3",3710,OMIM,147267,https://omim.org/entry/147267
"ITPR3 inositol 1,4,5-trisphosphate receptor type 3",3710,HGNC,6182,https://www.genenames.org/tools/search/#!/?query=%206182
"ITPR3 inositol 1,4,5-trisphosphate receptor type 3",3710,Ensembl,ENSG00000096433,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000096433
"ITPR3 inositol 1,4,5-trisphosphate receptor type 3",3710,UniProt,Q14573 A6H8K3 Q59ES2,https://www.uniprot.org/uniprot/Q14573; https://www.uniprot.org/uniprot/A6H8K3; https://www.uniprot.org/uniprot/Q59ES2
MCU mitochondrial calcium uniporter,90550,NCBI-GeneID,90550,https://www.ncbi.nlm.nih.gov/gene/90550
MCU mitochondrial calcium uniporter,90550,NCBI-ProteinID,NP_612366,https://www.ncbi.nlm.nih.gov/protein/NP_612366
MCU mitochondrial calcium uniporter,90550,OMIM,614197,https://omim.org/entry/614197
MCU mitochondrial calcium uniporter,90550,HGNC,23526,https://www.genenames.org/tools/search/#!/?query=%2023526
MCU mitochondrial calcium uniporter,90550,Ensembl,ENSG00000156026,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000156026
MCU mitochondrial calcium uniporter,90550,UniProt,Q8NE86,https://www.uniprot.org/uniprot/Q8NE86
VDAC1 voltage dependent anion channel 1,7416,NCBI-GeneID,7416,https://www.ncbi.nlm.nih.gov/gene/7416
VDAC1 voltage dependent anion channel 1,7416,NCBI-ProteinID,NP_003365,https://www.ncbi.nlm.nih.gov/protein/NP_003365
VDAC1 voltage dependent anion channel 1,7416,OMIM,604492,https://omim.org/entry/604492
VDAC1 voltage dependent anion channel 1,7416,HGNC,12669,https://www.genenames.org/tools/search/#!/?query=%2012669
VDAC1 voltage dependent anion channel 1,7416,Ensembl,ENSG00000213585,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000213585
VDAC1 voltage dependent anion channel 1,7416,UniProt,P21796 B3KTS5 A0A1L1UHR1,https://www.uniprot.org/uniprot/P21796; https://www.uniprot.org/uniprot/B3KTS5; https://www.uniprot.org/uniprot/A0A1L1UHR1
VDAC2 voltage dependent anion channel 2,7417,NCBI-GeneID,7417,https://www.ncbi.nlm.nih.gov/gene/7417
VDAC2 voltage dependent anion channel 2,7417,NCBI-ProteinID,NP_001171752,https://www.ncbi.nlm.nih.gov/protein/NP_001171752
VDAC2 voltage dependent anion channel 2,7417,OMIM,193245,https://omim.org/entry/193245
VDAC2 voltage dependent anion channel 2,7417,HGNC,12672,https://www.genenames.org/tools/search/#!/?query=%2012672
VDAC2 voltage dependent anion channel 2,7417,Ensembl,ENSG00000165637,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000165637
VDAC2 voltage dependent anion channel 2,7417,UniProt,P45880 A0A024QZT0,https://www.uniprot.org/uniprot/P45880; https://www.uniprot.org/uniprot/A0A024QZT0
VDAC3 voltage dependent anion channel 3,7419,NCBI-GeneID,7419,https://www.ncbi.nlm.nih.gov/gene/7419
VDAC3 voltage dependent anion channel 3,7419,NCBI-ProteinID,NP_005653,https://www.ncbi.nlm.nih.gov/protein/NP_005653
VDAC3 voltage dependent anion channel 3,7419,OMIM,610029,https://omim.org/entry/610029
VDAC3 voltage dependent anion channel 3,7419,HGNC,12674,https://www.genenames.org/tools/search/#!/?query=%2012674
VDAC3 voltage dependent anion channel 3,7419,Ensembl,ENSG00000078668,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000078668
VDAC3 voltage dependent anion channel 3,7419,UniProt,Q9Y277,https://www.uniprot.org/uniprot/Q9Y277
SLC25A4 solute carrier family 25 member 4,291,NCBI-GeneID,291,https://www.ncbi.nlm.nih.gov/gene/291
SLC25A4 solute carrier family 25 member 4,291,NCBI-ProteinID,NP_001142,https://www.ncbi.nlm.nih.gov/protein/NP_001142
SLC25A4 solute carrier family 25 member 4,291,OMIM,103220,https://omim.org/entry/103220
SLC25A4 solute carrier family 25 member 4,291,HGNC,10990,https://www.genenames.org/tools/search/#!/?query=%2010990
SLC25A4 solute carrier family 25 member 4,291,Ensembl,ENSG00000151729,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000151729
SLC25A4 solute carrier family 25 member 4,291,UniProt,P12235 A0A0S2Z3H3,https://www.uniprot.org/uniprot/P12235; https://www.uniprot.org/uniprot/A0A0S2Z3H3
SLC25A5 solute carrier family 25 member 5,292,NCBI-GeneID,292,https://www.ncbi.nlm.nih.gov/gene/292
SLC25A5 solute carrier family 25 member 5,292,NCBI-ProteinID,NP_001143,https://www.ncbi.nlm.nih.gov/protein/NP_001143
SLC25A5 solute carrier family 25 member 5,292,OMIM,300150,https://omim.org/entry/300150
SLC25A5 solute carrier family 25 member 5,292,HGNC,10991,https://www.genenames.org/tools/search/#!/?query=%2010991
SLC25A5 solute carrier family 25 member 5,292,Ensembl,ENSG00000005022,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000005022
SLC25A5 solute carrier family 25 member 5,292,UniProt,P05141 Q6NVC0,https://www.uniprot.org/uniprot/P05141; https://www.uniprot.org/uniprot/Q6NVC0
SLC25A6 solute carrier family 25 member 6,293,NCBI-GeneID,293,https://www.ncbi.nlm.nih.gov/gene/293
SLC25A6 solute carrier family 25 member 6,293,NCBI-ProteinID,NP_001627,https://www.ncbi.nlm.nih.gov/protein/NP_001627
SLC25A6 solute carrier family 25 member 6,293,OMIM,300151 403000,https://omim.org/entry/300151; https://omim.org/entry/403000
SLC25A6 solute carrier family 25 member 6,293,HGNC,10992,https://www.genenames.org/tools/search/#!/?query=%2010992
SLC25A6 solute carrier family 25 member 6,293,Ensembl,ENSG00000169100 ENSG00000292334,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000169100; https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000292334
SLC25A6 solute carrier family 25 member 6,293,UniProt,P12236 Q6I9V5,https://www.uniprot.org/uniprot/P12236; https://www.uniprot.org/uniprot/Q6I9V5
SLC25A31 solute carrier family 25 member 31,83447,NCBI-GeneID,83447,https://www.ncbi.nlm.nih.gov/gene/83447
SLC25A31 solute carrier family 25 member 31,83447,NCBI-ProteinID,NP_112581,https://www.ncbi.nlm.nih.gov/protein/NP_112581
SLC25A31 solute carrier family 25 member 31,83447,OMIM,610796,https://omim.org/entry/610796
SLC25A31 solute carrier family 25 member 31,83447,HGNC,25319,https://www.genenames.org/tools/search/#!/?query=%2025319
SLC25A31 solute carrier family 25 member 31,83447,Ensembl,ENSG00000151475,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000151475
SLC25A31 solute carrier family 25 member 31,83447,UniProt,Q9H0C2,https://www.uniprot.org/uniprot/Q9H0C2
"CYCS cytochrome c, somatic",54205,NCBI-GeneID,54205,https://www.ncbi.nlm.nih.gov/gene/54205
"CYCS cytochrome c, somatic",54205,NCBI-ProteinID,NP_061820,https://www.ncbi.nlm.nih.gov/protein/NP_061820
"CYCS cytochrome c, somatic",54205,OMIM,123970,https://omim.org/entry/123970
"CYCS cytochrome c, somatic",54205,HGNC,19986,https://www.genenames.org/tools/search/#!/?query=%2019986
"CYCS cytochrome c, somatic",54205,Ensembl,ENSG00000172115,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000172115
"CYCS cytochrome c, somatic",54205,UniProt,P99999 G4XXL9,https://www.uniprot.org/uniprot/P99999; https://www.uniprot.org/uniprot/G4XXL9
APAF1 apoptotic peptidase activating factor 1,317,NCBI-GeneID,317,https://www.ncbi.nlm.nih.gov/gene/317
APAF1 apoptotic peptidase activating factor 1,317,NCBI-ProteinID,NP_863651,https://www.ncbi.nlm.nih.gov/protein/NP_863651
APAF1 apoptotic peptidase activating factor 1,317,OMIM,602233,https://omim.org/entry/602233
APAF1 apoptotic peptidase activating factor 1,317,HGNC,576,https://www.genenames.org/tools/search/#!/?query=%20576
APAF1 apoptotic peptidase activating factor 1,317,Ensembl,ENSG00000120868,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000120868
APAF1 apoptotic peptidase activating factor 1,317,UniProt,O14727,https://www.uniprot.org/uniprot/O14727
CASP9 caspase 9,842,NCBI-GeneID,842,https://www.ncbi.nlm.nih.gov/gene/842
CASP9 caspase 9,842,NCBI-ProteinID,NP_001220,https://www.ncbi.nlm.nih.gov/protein/NP_001220
CASP9 caspase 9,842,OMIM,602234,https://omim.org/entry/602234
CASP9 caspase 9,842,HGNC,1511,https://www.genenames.org/tools/search/#!/?query=%201511
CASP9 caspase 9,842,Ensembl,ENSG00000132906,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000132906
CASP9 caspase 9,842,UniProt,P55211,https://www.uniprot.org/uniprot/P55211
CASP3 caspase 3,836,NCBI-GeneID,836,https://www.ncbi.nlm.nih.gov/gene/836
CASP3 caspase 3,836,NCBI-ProteinID,NP_004337,https://www.ncbi.nlm.nih.gov/protein/NP_004337
CASP3 caspase 3,836,OMIM,600636,https://omim.org/entry/600636
CASP3 caspase 3,836,HGNC,1504,https://www.genenames.org/tools/search/#!/?query=%201504
CASP3 caspase 3,836,Ensembl,ENSG00000164305,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000164305
CASP3 caspase 3,836,UniProt,P42574,https://www.uniprot.org/uniprot/P42574
PRNP prion protein (Kanno blood group),5621,NCBI-GeneID,5621,https://www.ncbi.nlm.nih.gov/gene/5621
PRNP prion protein (Kanno blood group),5621,NCBI-ProteinID,NP_000302,https://www.ncbi.nlm.nih.gov/protein/NP_000302
PRNP prion protein (Kanno blood group),5621,OMIM,176640,https://omim.org/entry/176640
PRNP prion protein (Kanno blood group),5621,HGNC,9449,https://www.genenames.org/tools/search/#!/?query=%209449
PRNP prion protein (Kanno blood group),5621,Ensembl,ENSG00000171867,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000171867
PRNP prion protein (Kanno blood group),5621,UniProt,P04156 Q53YK7,https://www.uniprot.org/uniprot/P04156; https://www.uniprot.org/uniprot/Q53YK7
CACNA1B calcium voltage-gated channel subunit alpha1 B,774,NCBI-GeneID,774,https://www.ncbi.nlm.nih.gov/gene/774
CACNA1B calcium voltage-gated channel subunit alpha1 B,774,NCBI-ProteinID,NP_000709,https://www.ncbi.nlm.nih.gov/protein/NP_000709
CACNA1B calcium voltage-gated channel subunit alpha1 B,774,OMIM,601012,https://omim.org/entry/601012
CACNA1B calcium voltage-gated channel subunit alpha1 B,774,HGNC,1389,https://www.genenames.org/tools/search/#!/?query=%201389
CACNA1B calcium voltage-gated channel subunit alpha1 B,774,Ensembl,ENSG00000148408,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000148408
CACNA1B calcium voltage-gated channel subunit alpha1 B,774,UniProt,Q00975,https://www.uniprot.org/uniprot/Q00975
CACNA1C calcium voltage-gated channel subunit alpha1 C,775,NCBI-GeneID,775,https://www.ncbi.nlm.nih.gov/gene/775
CACNA1C calcium voltage-gated channel subunit alpha1 C,775,NCBI-ProteinID,NP_955630,https://www.ncbi.nlm.nih.gov/protein/NP_955630
CACNA1C calcium voltage-gated channel subunit alpha1 C,775,OMIM,114205,https://omim.org/entry/114205
CACNA1C calcium voltage-gated channel subunit alpha1 C,775,HGNC,1390,https://www.genenames.org/tools/search/#!/?query=%201390
CACNA1C calcium voltage-gated channel subunit alpha1 C,775,Ensembl,ENSG00000151067,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000151067
CACNA1C calcium voltage-gated channel subunit alpha1 C,775,UniProt,Q13936 Q59GU3 Q5V9X9,https://www.uniprot.org/uniprot/Q13936; https://www.uniprot.org/uniprot/Q59GU3; https://www.uniprot.org/uniprot/Q5V9X9
CACNA1D calcium voltage-gated channel subunit alpha1 D,776,NCBI-GeneID,776,https://www.ncbi.nlm.nih.gov/gene/776
CACNA1D calcium voltage-gated channel subunit alpha1 D,776,NCBI-ProteinID,NP_001122312,https://www.ncbi.nlm.nih.gov/protein/NP_001122312
CACNA1D calcium voltage-gated channel subunit alpha1 D,776,OMIM,114206,https://omim.org/entry/114206
CACNA1D calcium voltage-gated channel subunit alpha1 D,776,HGNC,1391,https://www.genenames.org/tools/search/#!/?query=%201391
CACNA1D calcium voltage-gated channel subunit alpha1 D,776,Ensembl,ENSG00000157388,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000157388
CACNA1D calcium voltage-gated channel subunit alpha1 D,776,UniProt,Q01668 Q59GD8,https://www.uniprot.org/uniprot/Q01668; https://www.uniprot.org/uniprot/Q59GD8
CACNA1F calcium voltage-gated channel subunit alpha1 F,778,NCBI-GeneID,778,https://www.ncbi.nlm.nih.gov/gene/778
CACNA1F calcium voltage-gated channel subunit alpha1 F,778,NCBI-ProteinID,NP_005174,https://www.ncbi.nlm.nih.gov/protein/NP_005174
CACNA1F calcium voltage-gated channel subunit alpha1 F,778,OMIM,300110,https://omim.org/entry/300110
CACNA1F calcium voltage-gated channel subunit alpha1 F,778,HGNC,1393,https://www.genenames.org/tools/search/#!/?query=%201393
CACNA1F calcium voltage-gated channel subunit alpha1 F,778,Ensembl,ENSG00000102001,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000102001
CACNA1F calcium voltage-gated channel subunit alpha1 F,778,UniProt,O60840,https://www.uniprot.org/uniprot/O60840
CACNA1S calcium voltage-gated channel subunit alpha1 S,779,NCBI-GeneID,779,https://www.ncbi.nlm.nih.gov/gene/779
CACNA1S calcium voltage-gated channel subunit alpha1 S,779,NCBI-ProteinID,NP_000060,https://www.ncbi.nlm.nih.gov/protein/NP_000060
CACNA1S calcium voltage-gated channel subunit alpha1 S,779,OMIM,114208,https://omim.org/entry/114208
CACNA1S calcium voltage-gated channel subunit alpha1 S,779,HGNC,1397,https://www.genenames.org/tools/search/#!/?query=%201397
CACNA1S calcium voltage-gated channel subunit alpha1 S,779,Ensembl,ENSG00000081248,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000081248
CACNA1S calcium voltage-gated channel subunit alpha1 S,779,UniProt,Q13698,https://www.uniprot.org/uniprot/Q13698
PRNP prion protein (Kanno blood group),5621,NCBI-GeneID,5621,https://www.ncbi.nlm.nih.gov/gene/5621
PRNP prion protein (Kanno blood group),5621,NCBI-ProteinID,NP_000302,https://www.ncbi.nlm.nih.gov/protein/NP_000302
PRNP prion protein (Kanno blood group),5621,OMIM,176640,https://omim.org/entry/176640
PRNP prion protein (Kanno blood group),5621,HGNC,9449,https://www.genenames.org/tools/search/#!/?query=%209449
PRNP prion protein (Kanno blood group),5621,Ensembl,ENSG00000171867,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000171867
PRNP prion protein (Kanno blood group),5621,UniProt,P04156 Q53YK7,https://www.uniprot.org/uniprot/P04156; https://www.uniprot.org/uniprot/Q53YK7
GRIN1 glutamate ionotropic receptor NMDA type subunit 1,2902,NCBI-GeneID,2902,https://www.ncbi.nlm.nih.gov/gene/2902
GRIN1 glutamate ionotropic receptor NMDA type subunit 1,2902,NCBI-ProteinID,NP_015566,https://www.ncbi.nlm.nih.gov/protein/NP_015566
GRIN1 glutamate ionotropic receptor NMDA type subunit 1,2902,OMIM,138249,https://omim.org/entry/138249
GRIN1 glutamate ionotropic receptor NMDA type subunit 1,2902,HGNC,4584,https://www.genenames.org/tools/search/#!/?query=%204584
GRIN1 glutamate ionotropic receptor NMDA type subunit 1,2902,Ensembl,ENSG00000176884,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000176884
GRIN1 glutamate ionotropic receptor NMDA type subunit 1,2902,UniProt,Q05586,https://www.uniprot.org/uniprot/Q05586
GRIN2A glutamate ionotropic receptor NMDA type subunit 2A,2903,NCBI-GeneID,2903,https://www.ncbi.nlm.nih.gov/gene/2903
GRIN2A glutamate ionotropic receptor NMDA type subunit 2A,2903,NCBI-ProteinID,NP_000824,https://www.ncbi.nlm.nih.gov/protein/NP_000824
GRIN2A glutamate ionotropic receptor NMDA type subunit 2A,2903,OMIM,138253,https://omim.org/entry/138253
GRIN2A glutamate ionotropic receptor NMDA type subunit 2A,2903,HGNC,4585,https://www.genenames.org/tools/search/#!/?query=%204585
GRIN2A glutamate ionotropic receptor NMDA type subunit 2A,2903,Ensembl,ENSG00000183454,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000183454
GRIN2A glutamate ionotropic receptor NMDA type subunit 2A,2903,UniProt,Q12879 Q547U9,https://www.uniprot.org/uniprot/Q12879; https://www.uniprot.org/uniprot/Q547U9
GRIN2B glutamate ionotropic receptor NMDA type subunit 2B,2904,NCBI-GeneID,2904,https://www.ncbi.nlm.nih.gov/gene/2904
GRIN2B glutamate ionotropic receptor NMDA type subunit 2B,2904,NCBI-ProteinID,NP_000825,https://www.ncbi.nlm.nih.gov/protein/NP_000825
GRIN2B glutamate ionotropic receptor NMDA type subunit 2B,2904,OMIM,138252,https://omim.org/entry/138252
GRIN2B glutamate ionotropic receptor NMDA type subunit 2B,2904,HGNC,4586,https://www.genenames.org/tools/search/#!/?query=%204586
GRIN2B glutamate ionotropic receptor NMDA type subunit 2B,2904,Ensembl,ENSG00000273079,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000273079
GRIN2B glutamate ionotropic receptor NMDA type subunit 2B,2904,UniProt,Q13224 A0A8D9PHB2,https://www.uniprot.org/uniprot/Q13224; https://www.uniprot.org/uniprot/A0A8D9PHB2
GRIN2C glutamate ionotropic receptor NMDA type subunit 2C,2905,NCBI-GeneID,2905,https://www.ncbi.nlm.nih.gov/gene/2905
GRIN2C glutamate ionotropic receptor NMDA type subunit 2C,2905,NCBI-ProteinID,NP_000826,https://www.ncbi.nlm.nih.gov/protein/NP_000826
GRIN2C glutamate ionotropic receptor NMDA type subunit 2C,2905,OMIM,138254,https://omim.org/entry/138254
GRIN2C glutamate ionotropic receptor NMDA type subunit 2C,2905,HGNC,4587,https://www.genenames.org/tools/search/#!/?query=%204587
GRIN2C glutamate ionotropic receptor NMDA type subunit 2C,2905,Ensembl,ENSG00000161509,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000161509
GRIN2C glutamate ionotropic receptor NMDA type subunit 2C,2905,UniProt,Q14957 A0A8D9PH81 O15398,https://www.uniprot.org/uniprot/Q14957; https://www.uniprot.org/uniprot/A0A8D9PH81; https://www.uniprot.org/uniprot/O15398
GRIN2D glutamate ionotropic receptor NMDA type subunit 2D,2906,NCBI-GeneID,2906,https://www.ncbi.nlm.nih.gov/gene/2906
GRIN2D glutamate ionotropic receptor NMDA type subunit 2D,2906,NCBI-ProteinID,NP_000827,https://www.ncbi.nlm.nih.gov/protein/NP_000827
GRIN2D glutamate ionotropic receptor NMDA type subunit 2D,2906,OMIM,602717,https://omim.org/entry/602717
GRIN2D glutamate ionotropic receptor NMDA type subunit 2D,2906,HGNC,4588,https://www.genenames.org/tools/search/#!/?query=%204588
GRIN2D glutamate ionotropic receptor NMDA type subunit 2D,2906,Ensembl,ENSG00000105464,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000105464
GRIN2D glutamate ionotropic receptor NMDA type subunit 2D,2906,UniProt,O15399 Q59G17,https://www.uniprot.org/uniprot/O15399; https://www.uniprot.org/uniprot/Q59G17
MCU mitochondrial calcium uniporter,90550,NCBI-GeneID,90550,https://www.ncbi.nlm.nih.gov/gene/90550
MCU mitochondrial calcium uniporter,90550,NCBI-ProteinID,NP_612366,https://www.ncbi.nlm.nih.gov/protein/NP_612366
MCU mitochondrial calcium uniporter,90550,OMIM,614197,https://omim.org/entry/614197
MCU mitochondrial calcium uniporter,90550,HGNC,23526,https://www.genenames.org/tools/search/#!/?query=%2023526
MCU mitochondrial calcium uniporter,90550,Ensembl,ENSG00000156026,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000156026
MCU mitochondrial calcium uniporter,90550,UniProt,Q8NE86,https://www.uniprot.org/uniprot/Q8NE86
VDAC1 voltage dependent anion channel 1,7416,NCBI-GeneID,7416,https://www.ncbi.nlm.nih.gov/gene/7416
VDAC1 voltage dependent anion channel 1,7416,NCBI-ProteinID,NP_003365,https://www.ncbi.nlm.nih.gov/protein/NP_003365
VDAC1 voltage dependent anion channel 1,7416,OMIM,604492,https://omim.org/entry/604492
VDAC1 voltage dependent anion channel 1,7416,HGNC,12669,https://www.genenames.org/tools/search/#!/?query=%2012669
VDAC1 voltage dependent anion channel 1,7416,Ensembl,ENSG00000213585,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000213585
VDAC1 voltage dependent anion channel 1,7416,UniProt,P21796 B3KTS5 A0A1L1UHR1,https://www.uniprot.org/uniprot/P21796; https://www.uniprot.org/uniprot/B3KTS5; https://www.uniprot.org/uniprot/A0A1L1UHR1
VDAC2 voltage dependent anion channel 2,7417,NCBI-GeneID,7417,https://www.ncbi.nlm.nih.gov/gene/7417
VDAC2 voltage dependent anion channel 2,7417,NCBI-ProteinID,NP_001171752,https://www.ncbi.nlm.nih.gov/protein/NP_001171752
VDAC2 voltage dependent anion channel 2,7417,OMIM,193245,https://omim.org/entry/193245
