疾病通路的编号,疾病名称,通路名称(Name),通路编号(Entry),文章引用（Title）,文章DOI,文章链接
hsa05020,Prion disease,Scrapie conformation PrPSc to PERK-ATF4 signaling pathway,N01198,The unfolded protein response in neurodegenerative disorders - therapeutic modulation of the PERK pathway.,10.1111/febs.14422,https://doi.org/10.1111/febs.14422
hsa05020,Prion disease,Scrapie conformation PrPSc to PERK-ATF4 signaling pathway,N01198,Fine-tuning PERK signaling for neuroprotection.,10.1111/febs.14422,https://doi.org/10.1111/febs.14422
hsa05020,Prion disease,Scrapie conformation PrPSc to PERK-ATF4 signaling pathway,N01198,What Is Our Current Understanding of PrP(Sc)-Associated Neurotoxicity and Its Molecular Underpinnings?,10.1111/febs.14422,https://doi.org/10.1111/febs.14422
hsa05020,Prion disease,Scrapie conformation PrPSc to PERK-ATF4 signaling pathway,N01198,The stress of prion disease.,10.1111/febs.14422,https://doi.org/10.1111/febs.14422
hsa05020,Prion disease,Scrapie conformation PrPSc to PERK-ATF4 signaling pathway,N01198,Molecular mechanisms of neurodegeneration mediated by dysfunctional subcellular organelles in transmissible spongiform encephalopathies.,10.1111/febs.14422,https://doi.org/10.1111/febs.14422
hsa05020,Prion disease,Scrapie conformation PrPSc to PRNP-PI3K-NOX2 signaling pathway,N01205,Understanding the neurospecificity of Prion protein signaling.,10.2741/3682,https://doi.org/10.2741/3682
hsa05020,Prion disease,Scrapie conformation PrPSc to PRNP-PI3K-NOX2 signaling pathway,N01205,PrP(C) signalling in neurons: from basics to clinical challenges.,10.2741/3682,https://doi.org/10.2741/3682
hsa05020,Prion disease,Scrapie conformation PrPSc to PRNP-PI3K-NOX2 signaling pathway,N01205,Pathological prion protein exposure switches on neuronal mitogen-activated protein kinase pathway resulting in microglia recruitment.,10.2741/3682,https://doi.org/10.2741/3682
hsa05020,Prion disease,Scrapie conformation PrPSc to PRNP-PI3K-NOX2 signaling pathway,N01205,Prion protein and its role in signal transduction.,10.2741/3682,https://doi.org/10.2741/3682
hsa05020,Prion disease,Oligomeric conformation PrPc to anterograde axonal transport,N01202,"Protein Misfolding, Signaling Abnormalities and Altered Fast Axonal Transport: Implications for Alzheimer and Prion Diseases.",10.3389/fncel.2019.00350,https://doi.org/10.3389/fncel.2019.00350
hsa05020,Prion disease,Oligomeric conformation PrPc to anterograde axonal transport,N01202,Prion protein inhibits fast axonal transport through a mechanism involving casein kinase 2.,10.3389/fncel.2019.00350,https://doi.org/10.3389/fncel.2019.00350
hsa05020,Prion disease,Scrapie conformation PrPSc to Notch singling pathway,N01203,Notch-1 activation and dendritic atrophy in prion disease.,10.1073/pnas.0408612101,https://doi.org/10.1073/pnas.0408612101
hsa05020,Prion disease,Scrapie conformation PrPSc to Notch singling pathway,N01203,PrPSc accumulation in neuronal plasma membranes links Notch-1 activation to dendritic degeneration in prion diseases.,10.1073/pnas.0408612101,https://doi.org/10.1073/pnas.0408612101
hsa04730,Long-term depression,mGluR1-TRPC3 signaling pathway,N00953,Type-1 metabotropic glutamate receptor signaling in cerebellar Purkinje cells in health and disease.,10.12688/f1000research.10485.1,https://doi.org/10.12688/f1000research.10485.1
hsa04730,Long-term depression,mGluR1-TRPC3 signaling pathway,N00953,"The Moonwalker mouse: new insights into TRPC3 function, cerebellar development, and ataxia.",10.12688/f1000research.10485.1,https://doi.org/10.12688/f1000research.10485.1
hsa04730,Long-term depression,mGluR1-TRPC3 signaling pathway,N00953,Regulation of canonical transient receptor potential (TRPC) channel function by diacylglycerol and protein kinase C.,10.12688/f1000research.10485.1,https://doi.org/10.12688/f1000research.10485.1
hsa04730,Long-term depression,mGluR1-TRPC3 signaling pathway,N00953,Negative regulation of TRPC3 channels by protein kinase C-mediated phosphorylation of serine 712.,10.12688/f1000research.10485.1,https://doi.org/10.12688/f1000research.10485.1
hsa04720,Long-term potentiation,mGluR5-Ca2+ -apoptotic pathway,N00984,The versatility and universality of calcium signalling.,10.1038/35036035,https://doi.org/10.1038/35036035
hsa04720,Long-term potentiation,mGluR5-Ca2+ -apoptotic pathway,N00984,Role of GPCR signaling and calcium dysregulation in Alzheimer's disease.,10.1038/35036035,https://doi.org/10.1038/35036035
hsa04720,Long-term potentiation,mGluR5-Ca2+ -apoptotic pathway,N00984,The MCU complex in cell death.,10.1038/35036035,https://doi.org/10.1038/35036035
hsa04720,Long-term potentiation,mGluR5-Ca2+ -apoptotic pathway,N00984,Calcium Dynamics as a Machine for Decoding Signals.,10.1038/35036035,https://doi.org/10.1038/35036035
hsa04020,Calcium signaling pathway,mAChR-Ca2+ -apoptotic pathway,N01000,The versatility and universality of calcium signalling.,10.1038/35036035,https://doi.org/10.1038/35036035
hsa04020,Calcium signaling pathway,mAChR-Ca2+ -apoptotic pathway,N01000,Role of GPCR signaling and calcium dysregulation in Alzheimer's disease.,10.1038/35036035,https://doi.org/10.1038/35036035
hsa04020,Calcium signaling pathway,mAChR-Ca2+ -apoptotic pathway,N01000,The MCU complex in cell death.,10.1038/35036035,https://doi.org/10.1038/35036035
hsa04020,Calcium signaling pathway,mAChR-Ca2+ -apoptotic pathway,N01000,Calcium Dynamics as a Machine for Decoding Signals.,10.1038/35036035,https://doi.org/10.1038/35036035
hsa04724,Glutamatergic synapse,VGCC-Ca2+ -apoptotic pathway,N00967,Voltage-gated calcium channels.,10.1101/cshperspect.a003947,https://doi.org/10.1101/cshperspect.a003947
hsa04724,Glutamatergic synapse,VGCC-Ca2+ -apoptotic pathway,N00967,Structure and Pharmacology of Voltage-Gated Sodium and Calcium Channels.,10.1101/cshperspect.a003947,https://doi.org/10.1101/cshperspect.a003947
hsa04724,Glutamatergic synapse,VGCC-Ca2+ -apoptotic pathway,N00967,Ion channels in the regulation of apoptosis.,10.1101/cshperspect.a003947,https://doi.org/10.1101/cshperspect.a003947
hsa04724,Glutamatergic synapse,VGCC-Ca2+ -apoptotic pathway,N00967,Calcium Dynamics as a Machine for Decoding Signals.,10.1101/cshperspect.a003947,https://doi.org/10.1101/cshperspect.a003947
hsa04724,Glutamatergic synapse,VGCC-Ca2+ -apoptotic pathway,N00967,ER Stress-Mediated Signaling: Action Potential and Ca(2+) as Key Players.,10.1101/cshperspect.a003947,https://doi.org/10.1101/cshperspect.a003947
hsa04724,Glutamatergic synapse,Transport of calcium,N00970,Postsynaptic signaling and plasticity mechanisms.,10.1126/science.1075333,https://doi.org/10.1126/science.1075333
hsa04724,Glutamatergic synapse,Transport of calcium,N00970,Activation Mechanisms of the NMDA Receptor,10.1126/science.1075333,https://doi.org/10.1126/science.1075333
hsa04120,Ubiquitin mediated proteolysis,Parkin-mediated ubiquitination,N01019,Twenty years since the discovery of the parkin gene.,10.1007/s00702-017-1742-7,https://doi.org/10.1007/s00702-017-1742-7
hsa04120,Ubiquitin mediated proteolysis,Parkin-mediated ubiquitination,N01019,Part I: parkin-associated proteins and Parkinson's disease.,10.1007/s00702-017-1742-7,https://doi.org/10.1007/s00702-017-1742-7
hsa04120,Ubiquitin mediated proteolysis,Parkin-mediated ubiquitination,N01021,Twenty years since the discovery of the parkin gene.,10.1007/s00702-017-1742-7,https://doi.org/10.1007/s00702-017-1742-7
hsa04120,Ubiquitin mediated proteolysis,Parkin-mediated ubiquitination,N01021,Part I: parkin-associated proteins and Parkinson's disease.,10.1007/s00702-017-1742-7,https://doi.org/10.1007/s00702-017-1742-7
hsa04120,Ubiquitin mediated proteolysis,Parkin-mediated ubiquitination,N01021,"An unfolded putative transmembrane polypeptide, which can lead to endoplasmic reticulum stress, is a substrate of Parkin.",10.1007/s00702-017-1742-7,https://doi.org/10.1007/s00702-017-1742-7
hsa04120,Ubiquitin mediated proteolysis,Parkin-mediated ubiquitination,N01021,Endoplasmic reticulum stress and Parkinson's disease: the role of HRD1 in averting apoptosis in neurodegenerative disease.,10.1007/s00702-017-1742-7,https://doi.org/10.1007/s00702-017-1742-7
hsa04120,Ubiquitin mediated proteolysis,Parkin-mediated ubiquitination,N01023,Twenty years since the discovery of the parkin gene.,10.1007/s00702-017-1742-7,https://doi.org/10.1007/s00702-017-1742-7
hsa04120,Ubiquitin mediated proteolysis,Parkin-mediated ubiquitination,N01023,Part I: parkin-associated proteins and Parkinson's disease.,10.1007/s00702-017-1742-7,https://doi.org/10.1007/s00702-017-1742-7
hsa04120,Ubiquitin mediated proteolysis,Parkin-mediated ubiquitination,N01025,Twenty years since the discovery of the parkin gene.,10.1007/s00702-017-1742-7,https://doi.org/10.1007/s00702-017-1742-7
hsa04120,Ubiquitin mediated proteolysis,Parkin-mediated ubiquitination,N01025,Part I: parkin-associated proteins and Parkinson's disease.,10.1007/s00702-017-1742-7,https://doi.org/10.1007/s00702-017-1742-7
hsa03050,Proteasome,26S proteasome-mediated protein degradation,N01029,Dynamic Regulation of the 26S Proteasome: From Synthesis to Degradation.,10.3389/fmolb.2019.00040,https://doi.org/10.3389/fmolb.2019.00040
hsa03050,Proteasome,26S proteasome-mediated protein degradation,N01029,The proteasome: a novel target for cancer chemotherapy.,10.3389/fmolb.2019.00040,https://doi.org/10.3389/fmolb.2019.00040
hsa03050,Proteasome,26S proteasome-mediated protein degradation,N01029,Ubiquitin C-terminal hydrolase l1 in tumorigenesis.,10.3389/fmolb.2019.00040,https://doi.org/10.3389/fmolb.2019.00040
hsa05012,Parkinson disease,UCHL1-mediated hydrolysis,N01027,Ubiquitin C-terminal hydrolase l1 in tumorigenesis.,10.1155/2012/123706,https://doi.org/10.1155/2012/123706
hsa04141,Protein processing in endoplasmic reticulum,PERK-ATF4 signaling pathway,N01009,The unfolded protein response: from stress pathway to homeostatic regulation.,10.1126/science.1209038,https://doi.org/10.1126/science.1209038
hsa04141,Protein processing in endoplasmic reticulum,PERK-ATF4 signaling pathway,N01009,Cell death and endoplasmic reticulum stress: disease relevance and therapeutic opportunities.,10.1126/science.1209038,https://doi.org/10.1126/science.1209038
hsa04141,Protein processing in endoplasmic reticulum,PERK-ATF4 signaling pathway,N01009,Endoplasmic reticulum stress in human skeletal muscle: any contribution to sarcopenia?,10.1126/science.1209038,https://doi.org/10.1126/science.1209038
hsa04141,Protein processing in endoplasmic reticulum,PERK-ATF4 signaling pathway,N01009,Endoplasmic reticulum stress and lipid metabolism: mechanisms and therapeutic potential.,10.1126/science.1209038,https://doi.org/10.1126/science.1209038
hsa04141,Protein processing in endoplasmic reticulum,IRE1a-XBP1 signaling pathway,N01011,The unfolded protein response: from stress pathway to homeostatic regulation.,10.1126/science.1209038,https://doi.org/10.1126/science.1209038
hsa04141,Protein processing in endoplasmic reticulum,IRE1a-XBP1 signaling pathway,N01011,Cell death and endoplasmic reticulum stress: disease relevance and therapeutic opportunities.,10.1126/science.1209038,https://doi.org/10.1126/science.1209038
hsa04141,Protein processing in endoplasmic reticulum,IRE1a-XBP1 signaling pathway,N01011,Endoplasmic reticulum stress in human skeletal muscle: any contribution to sarcopenia?,10.1126/science.1209038,https://doi.org/10.1126/science.1209038
hsa04141,Protein processing in endoplasmic reticulum,IRE1a-XBP1 signaling pathway,N01011,Endoplasmic reticulum stress and lipid metabolism: mechanisms and therapeutic potential.,10.1126/science.1209038,https://doi.org/10.1126/science.1209038
hsa04141,Protein processing in endoplasmic reticulum,IRE1a-JNK signaling pathway,N01013,Endoplasmic reticulum stress in human skeletal muscle: any contribution to sarcopenia?,10.3389/fphys.2013.00236,https://doi.org/10.3389/fphys.2013.00236
hsa04141,Protein processing in endoplasmic reticulum,IRE1a-JNK signaling pathway,N01013,Cell death and endoplasmic reticulum stress: disease relevance and therapeutic opportunities.,10.3389/fphys.2013.00236,https://doi.org/10.3389/fphys.2013.00236
hsa04141,Protein processing in endoplasmic reticulum,IRE1a-JNK signaling pathway,N01013,PERK-opathies: An Endoplasmic Reticulum Stress Mechanism Underlying Neurodegeneration.,10.3389/fphys.2013.00236,https://doi.org/10.3389/fphys.2013.00236
hsa04141,Protein processing in endoplasmic reticulum,IRE1a-JNK signaling pathway,N01013,IRE1alpha Implications in Endoplasmic Reticulum Stress-Mediated Development and Pathogenesis of Autoimmune Diseases.,10.3389/fphys.2013.00236,https://doi.org/10.3389/fphys.2013.00236
hsa04141,Protein processing in endoplasmic reticulum,ATF6-mediated transcription,N01015,The unfolded protein response: from stress pathway to homeostatic regulation.,10.1126/science.1209038,https://doi.org/10.1126/science.1209038
hsa04141,Protein processing in endoplasmic reticulum,ATF6-mediated transcription,N01015,Cell death and endoplasmic reticulum stress: disease relevance and therapeutic opportunities.,10.1126/science.1209038,https://doi.org/10.1126/science.1209038
hsa04141,Protein processing in endoplasmic reticulum,ATF6-mediated transcription,N01015,Endoplasmic reticulum stress in human skeletal muscle: any contribution to sarcopenia?,10.1126/science.1209038,https://doi.org/10.1126/science.1209038
hsa04141,Protein processing in endoplasmic reticulum,ATF6-mediated transcription,N01015,Endoplasmic reticulum stress and lipid metabolism: mechanisms and therapeutic potential.,10.1126/science.1209038,https://doi.org/10.1126/science.1209038
hsa04140,Autophagy - animal,C9orf72-mediated autophagy initiation,N01142,C9orf72 plays a central role in Rab GTPase-dependent regulation of autophagy.,10.1080/21541248.2016.1240495,https://doi.org/10.1080/21541248.2016.1240495
hsa04140,Autophagy - animal,C9orf72-mediated autophagy initiation,N01142,The C9orf72 protein interacts with Rab1a and the ULK1 complex to regulate initiation of autophagy.,10.1080/21541248.2016.1240495,https://doi.org/10.1080/21541248.2016.1240495
hsa04140,Autophagy - animal,C9orf72-mediated autophagy initiation,N01142,A C9ORF72/SMCR8-containing complex regulates ULK1 and plays a dual role in autophagy.,10.1080/21541248.2016.1240495,https://doi.org/10.1080/21541248.2016.1240495
hsa04140,Autophagy - animal,"Autophagy-vesicle nucleation/elongation/maturation, mTORC1-PI3KC3-C1",N00155,Autophagy--a key player in cellular and body metabolism.,10.1038/nrendo.2014.35,https://doi.org/10.1038/nrendo.2014.35
hsa04140,Autophagy - animal,"Autophagy-vesicle nucleation/elongation/maturation, mTORC1-PI3KC3-C1",N00155,Autophagy regulation by nutrient signaling.,10.1038/nrendo.2014.35,https://doi.org/10.1038/nrendo.2014.35
hsa04137,Mitophagy - animal,PINK1-Parkin-mediated MFN2 degradation,N01052,"Mechanisms of mitophagy in cellular homeostasis, physiology and pathology.",10.1038/s41556-018-0176-2,https://doi.org/10.1038/s41556-018-0176-2
hsa04137,Mitophagy - animal,PINK1-Parkin-mediated MFN2 degradation,N01052,A Molecular Approach to Mitophagy and Mitochondrial Dynamics.,10.1038/s41556-018-0176-2,https://doi.org/10.1038/s41556-018-0176-2
hsa04137,Mitophagy - animal,PINK1-Parkin-mediated MFN2 degradation,N01052,Mfn2 ubiquitination by PINK1/parkin gates the p97-dependent release of ER from mitochondria to drive mitophagy.,10.1038/s41556-018-0176-2,https://doi.org/10.1038/s41556-018-0176-2
hsa04137,Mitophagy - animal,PINK-Parkin-mediated autophagosome formation,N01137,"Mechanisms of mitophagy in cellular homeostasis, physiology and pathology.",10.1038/s41556-018-0176-2,https://doi.org/10.1038/s41556-018-0176-2
hsa04137,Mitophagy - animal,PINK-Parkin-mediated autophagosome formation,N01137,A Molecular Approach to Mitophagy and Mitochondrial Dynamics.,10.1038/s41556-018-0176-2,https://doi.org/10.1038/s41556-018-0176-2
hsa04137,Mitophagy - animal,PINK-Parkin-mediated autophagosome formation,N01137,Landscape of the PARKIN-dependent ubiquitylome in response to mitochondrial depolarization.,10.1038/s41556-018-0176-2,https://doi.org/10.1038/s41556-018-0176-2
hsa04137,Mitophagy - animal,PINK-Parkin-mediated autophagosome formation,N01137,Dynamics of PARKIN-Dependent Mitochondrial Ubiquitylation in Induced Neurons and Model Systems Revealed by Digital Snapshot Proteomics.,10.1038/s41556-018-0176-2,https://doi.org/10.1038/s41556-018-0176-2
hsa04137,Mitophagy - animal,PINK-Parkin-mediated autophagosome formation,N01137,Expanding the ubiquitin code through post-translational modification.,10.1038/s41556-018-0176-2,https://doi.org/10.1038/s41556-018-0176-2
hsa04137,Mitophagy - animal,TBK1-mediated autophagosome formation,N01140,Expanding the ubiquitin code through post-translational modification.,10.15252/embr.201540891,https://doi.org/10.15252/embr.201540891
hsa04137,Mitophagy - animal,TBK1-mediated autophagosome formation,N01140,The Function of Autophagy in Neurodegenerative Diseases.,10.15252/embr.201540891,https://doi.org/10.15252/embr.201540891
hsa04137,Mitophagy - animal,TBK1-mediated autophagosome formation,N01140,Phosphorylation of OPTN by TBK1 enhances its binding to Ub chains and promotes selective autophagy of damaged mitochondria.,10.15252/embr.201540891,https://doi.org/10.15252/embr.201540891
hsa04137,Mitophagy - animal,TBK1-mediated autophagosome formation,N01140,TBK1 controls autophagosomal engulfment of polyubiquitinated mitochondria through p62/SQSTM1 phosphorylation.,10.15252/embr.201540891,https://doi.org/10.15252/embr.201540891
hsa04210,Apoptosis,Crosstalk between extrinsic and intrinsic apoptotic pathways,N00146,Ubiquitylation in apoptosis: a post-translational modification at the edge of life and death.,10.1038/nrm3143,https://doi.org/10.1038/nrm3143
hsa04210,Apoptosis,Crosstalk between extrinsic and intrinsic apoptotic pathways,N00146,The role of BH3-only proteins in the immune system.,10.1038/nrm3143,https://doi.org/10.1038/nrm3143
hsa04210,Apoptosis,Crosstalk between extrinsic and intrinsic apoptotic pathways,N00146,Mitochondria and cell death: outer membrane permeabilization and beyond.,10.1038/nrm3143,https://doi.org/10.1038/nrm3143
hsa04210,Apoptosis,Crosstalk between extrinsic and intrinsic apoptotic pathways,N00146,Apoptosis inducing lead compounds isolated from marine organisms of potential relevance in cancer treatment.,10.1038/nrm3143,https://doi.org/10.1038/nrm3143
hsa04210,Apoptosis,Intrinsic apoptotic pathway,N00098,Ubiquitylation in apoptosis: a post-translational modification at the edge of life and death.,10.1038/nrm3143,https://doi.org/10.1038/nrm3143
hsa04210,Apoptosis,Intrinsic apoptotic pathway,N00098,The role of BH3-only proteins in the immune system.,10.1038/nrm3143,https://doi.org/10.1038/nrm3143
hsa04210,Apoptosis,Intrinsic apoptotic pathway,N00098,Mitochondria and cell death: outer membrane permeabilization and beyond.,10.1038/nrm3143,https://doi.org/10.1038/nrm3143
hsa05010,Alzheimer disease,AGE-RAGE signaling pathway,N00994,RAGE-mediated cell signaling.,10.1007/978-1-62703-230-8_15,https://doi.org/10.1007/978-1-62703-230-8_15
hsa05010,Alzheimer disease,AGE-RAGE signaling pathway,N00994,"AGEs, RAGE, and diabetic retinopathy.",10.1007/978-1-62703-230-8_15,https://doi.org/10.1007/978-1-62703-230-8_15
hsa05010,Alzheimer disease,AGE-RAGE signaling pathway,N00994,Role of advanced glycation end products in cellular signaling.,10.1007/978-1-62703-230-8_15,https://doi.org/10.1007/978-1-62703-230-8_15
hsa05010,Alzheimer disease,AGE-RAGE signaling pathway,N00994,Cellular signalling of the receptor for advanced glycation end products (RAGE).,10.1007/978-1-62703-230-8_15,https://doi.org/10.1007/978-1-62703-230-8_15
hsa05010,Alzheimer disease,AGE-RAGE signaling pathway,N00994,Advanced glycation end products: sparking the development of diabetic vascular injury.,10.1007/978-1-62703-230-8_15,https://doi.org/10.1007/978-1-62703-230-8_15
hsa00190,Oxidative phosphorylation,Electron transfer in Complex I,N00995,Mitochondrial Dysfunction and Biogenesis in Neurodegenerative diseases: Pathogenesis and Treatment.,10.1111/cns.12655,https://doi.org/10.1111/cns.12655
hsa00190,Oxidative phosphorylation,Electron transfer in Complex I,N00995,Mitochondrial respiratory chain complexes: apoptosis sensors mutated in cancer?,10.1111/cns.12655,https://doi.org/10.1111/cns.12655
hsa00190,Oxidative phosphorylation,Electron transfer in Complex II,N00988,Succinate dehydrogenase: Prospect for neurodegenerative diseases.,10.1016/j.mito.2017.12.002,https://doi.org/10.1016/j.mito.2017.12.002
hsa00190,Oxidative phosphorylation,Electron transfer in Complex II,N00988,Oxidative phosphorylation at the fin de siecle.,10.1016/j.mito.2017.12.002,https://doi.org/10.1016/j.mito.2017.12.002
hsa00190,Oxidative phosphorylation,Electron transfer in Complex III,N00990,Mitochondrial Dysfunction and Biogenesis in Neurodegenerative diseases: Pathogenesis and Treatment.,10.1111/cns.12655,https://doi.org/10.1111/cns.12655
hsa00190,Oxidative phosphorylation,Electron transfer in Complex III,N00990,Oxidative phosphorylation at the fin de siecle.,10.1111/cns.12655,https://doi.org/10.1111/cns.12655
hsa00190,Oxidative phosphorylation,Electron transfer in Complex IV,N00998,Mitochondrial Dysfunction and Biogenesis in Neurodegenerative diseases: Pathogenesis and Treatment.,10.1111/cns.12655,https://doi.org/10.1111/cns.12655
hsa00190,Oxidative phosphorylation,Electron transfer in Complex IV,N00998,Oxidative phosphorylation at the fin de siecle.,10.1111/cns.12655,https://doi.org/10.1111/cns.12655
hsa00190,Oxidative phosphorylation,Electron transfer in Complex IV,N00998,Mitochondrial cytochrome c oxidase deficiency.,10.1111/cns.12655,https://doi.org/10.1111/cns.12655
hsa05016,Huntington disease,Retrograde axonal transport,N00976,Regulation of Axonal Transport by Protein Kinases.,10.1016/j.tibs.2015.08.003,https://doi.org/10.1016/j.tibs.2015.08.003
hsa05016,Huntington disease,Retrograde axonal transport,N00976,Axonal transport deficits and neurodegenerative diseases.,10.1016/j.tibs.2015.08.003,https://doi.org/10.1016/j.tibs.2015.08.003
hsa05016,Huntington disease,Retrograde axonal transport,N00976,"Microtubule assembly, organization and dynamics in axons and dendrites.",10.1016/j.tibs.2015.08.003,https://doi.org/10.1016/j.tibs.2015.08.003
hsa05016,Huntington disease,Anterograde axonal transport,N00978,Regulation of Axonal Transport by Protein Kinases.,10.1016/j.tibs.2015.08.003,https://doi.org/10.1016/j.tibs.2015.08.003
hsa05016,Huntington disease,Anterograde axonal transport,N00978,Axonal transport deficits and neurodegenerative diseases.,10.1016/j.tibs.2015.08.003,https://doi.org/10.1016/j.tibs.2015.08.003
hsa05016,Huntington disease,Anterograde axonal transport,N00978,"Microtubule assembly, organization and dynamics in axons and dendrites.",10.1016/j.tibs.2015.08.003,https://doi.org/10.1016/j.tibs.2015.08.003
