涉及疾病,涉及疾病的编号,药物,药物编号,药物链接
Chronic lymphocytic leukemia,H00005,Obinutuzumab,D09321,https://www.kegg.jp/entry/D09321
Chronic lymphocytic leukemia,H00005,Venetoclax,D10679,https://www.kegg.jp/entry/D10679
Chronic lymphocytic leukemia,H00005,Alemtuzumab,D02802,https://www.kegg.jp/entry/D02802
Chronic lymphocytic leukemia,H00005,Sodium phosphate P 32,D05870,https://www.kegg.jp/entry/D05870
Chronic lymphocytic leukemia,H00005,Ibritumomab tiuxetan,D04489,https://www.kegg.jp/entry/D04489
Hodgkin lymphoma,H00007,Cyclophosphamide,D00287,https://www.kegg.jp/entry/D00287
Hodgkin lymphoma,H00007,Chlorambucil,D00266,https://www.kegg.jp/entry/D00266
Hodgkin lymphoma,H00007,Carmustine,D00254,https://www.kegg.jp/entry/D00254
Hodgkin lymphoma,H00007,Lomustine,D00363,https://www.kegg.jp/entry/D00363
Hodgkin lymphoma,H00007,Dacarbazine,D00288,https://www.kegg.jp/entry/D00288
Hodgkin lymphoma,H00007,Vinblastine sulfate,D01068,https://www.kegg.jp/entry/D01068
Hodgkin lymphoma,H00007,Vincristine sulfate,D02197,https://www.kegg.jp/entry/D02197
Hodgkin lymphoma,H00007,Doxorubicin hydrochloride,D01275,https://www.kegg.jp/entry/D01275
Hodgkin lymphoma,H00007,Bleomycin sulfate,D02177,https://www.kegg.jp/entry/D02177
Hodgkin lymphoma,H00007,Pemigatinib,D11417,https://www.kegg.jp/entry/D11417
Hodgkin lymphoma,H00007,Nivolumab,D10316,https://www.kegg.jp/entry/D10316
Hodgkin lymphoma,H00007,Pembrolizumab,D10574,https://www.kegg.jp/entry/D10574
Hodgkin lymphoma,H00007,Brentuximab vedotin,D09587,https://www.kegg.jp/entry/D09587
Hodgkin lymphoma,H00007,Procarbazine hydrochloride,D00478,https://www.kegg.jp/entry/D00478
Esophageal cancer,H00017,Capecitabine,D01223,https://www.kegg.jp/entry/D01223
Esophageal cancer,H00017,Floxuridine,D04197,https://www.kegg.jp/entry/D04197
Esophageal cancer,H00017,Nivolumab,D10316,https://www.kegg.jp/entry/D10316
Esophageal cancer,H00017,Pembrolizumab,D10574,https://www.kegg.jp/entry/D10574
Esophageal cancer,H00017,Tislelizumab,D11487,https://www.kegg.jp/entry/D11487
Esophageal cancer,H00017,Porfimer sodium,D03327,https://www.kegg.jp/entry/D03327
Mycosis fungoides,H01463,Triamcinolone acetonide,D00983,https://www.kegg.jp/entry/D00983
Mycosis fungoides,H01463,Dexamethasone,D00292,https://www.kegg.jp/entry/D00292
Mycosis fungoides,H01463,Dexamethasone sodium phosphate,D00975,https://www.kegg.jp/entry/D00975
Mycosis fungoides,H01463,Hydrocortisone,D00088,https://www.kegg.jp/entry/D00088
Mycosis fungoides,H01463,Hydrocortisone sodium succinate,D00978,https://www.kegg.jp/entry/D00978
Mycosis fungoides,H01463,Prednisolone,D00472,https://www.kegg.jp/entry/D00472
Mycosis fungoides,H01463,Prednisolone sodium phosphate,D00981,https://www.kegg.jp/entry/D00981
Mycosis fungoides,H01463,Prednisone,D00473,https://www.kegg.jp/entry/D00473
Mycosis fungoides,H01463,Methylprednisolone,D00407,https://www.kegg.jp/entry/D00407
Mycosis fungoides,H01463,Methylprednisolone sodium succinate,D00751,https://www.kegg.jp/entry/D00751
Mycosis fungoides,H01463,Methylprednisolone acetate,D00979,https://www.kegg.jp/entry/D00979
Mycosis fungoides,H01463,Cortisone acetate,D00973,https://www.kegg.jp/entry/D00973
Mycosis fungoides,H01463,Cyclophosphamide,D00287,https://www.kegg.jp/entry/D00287
Mycosis fungoides,H01463,Mechlorethamine hydrochloride,D04872,https://www.kegg.jp/entry/D04872
Mycosis fungoides,H01463,Methotrexate sodium,D02115,https://www.kegg.jp/entry/D02115
Mycosis fungoides,H01463,Vinblastine sulfate,D01068,https://www.kegg.jp/entry/D01068
Mycosis fungoides,H01463,Pemigatinib,D11417,https://www.kegg.jp/entry/D11417
Mycosis fungoides,H01463,Brentuximab vedotin,D09587,https://www.kegg.jp/entry/D09587
Mycosis fungoides,H01463,Mogamulizumab,D09761,https://www.kegg.jp/entry/D09761
Mycosis fungoides,H01463,Bexarotene,D03106,https://www.kegg.jp/entry/D03106
Mycosis fungoides,H01463,Vorinostat,D06320,https://www.kegg.jp/entry/D06320
Mycosis fungoides,H01463,Romidepsin,D06637,https://www.kegg.jp/entry/D06637
Mycosis fungoides,H01463,Denileukin diftitox,D03682,https://www.kegg.jp/entry/D03682
Hepatocellular carcinoma,H00048,Sorafenib tosylate,D06272,https://www.kegg.jp/entry/D06272
Hepatocellular carcinoma,H00048,Regorafenib hydrate,D10137,https://www.kegg.jp/entry/D10137
Hepatocellular carcinoma,H00048,Cabozantinib s-malate,D10095,https://www.kegg.jp/entry/D10095
Hepatocellular carcinoma,H00048,Lenvatinib mesylate,D09920,https://www.kegg.jp/entry/D09920
Hepatocellular carcinoma,H00048,Nivolumab,D10316,https://www.kegg.jp/entry/D10316
Hepatocellular carcinoma,H00048,Pembrolizumab,D10574,https://www.kegg.jp/entry/D10574
Hepatocellular carcinoma,H00048,Durvalumab,D10808,https://www.kegg.jp/entry/D10808
Hepatocellular carcinoma,H00048,Atezolizumab,D10773,https://www.kegg.jp/entry/D10773
Hepatocellular carcinoma,H00048,Bevacizumab,D06409,https://www.kegg.jp/entry/D06409
Hepatocellular carcinoma,H00048,Ramucirumab,D09371,https://www.kegg.jp/entry/D09371
Hepatocellular carcinoma,H00048,Ipilimumab,D04603,https://www.kegg.jp/entry/D04603
Hepatocellular carcinoma,H00048,Tremelimumab,D06657,https://www.kegg.jp/entry/D06657
Non-Hodgkin lymphoma,H02418,Bendamustine hydrochloride,D07085,https://www.kegg.jp/entry/D07085
Non-Hodgkin lymphoma,H02418,Carmustine,D00254,https://www.kegg.jp/entry/D00254
Non-Hodgkin lymphoma,H02418,Methotrexate sodium,D02115,https://www.kegg.jp/entry/D02115
Non-Hodgkin lymphoma,H02418,Vincristine sulfate,D02197,https://www.kegg.jp/entry/D02197
Non-Hodgkin lymphoma,H02418,Doxorubicin hydrochloride,D01275,https://www.kegg.jp/entry/D01275
Non-Hodgkin lymphoma,H02418,Bleomycin sulfate,D02177,https://www.kegg.jp/entry/D02177
Non-Hodgkin lymphoma,H02418,Rituximab,D02994,https://www.kegg.jp/entry/D02994
Non-Hodgkin lymphoma,H02418,Plerixafor,D08971,https://www.kegg.jp/entry/D08971
Colorectal cancer,H00020,Capecitabine,D01223,https://www.kegg.jp/entry/D01223
Colorectal cancer,H00020,Floxuridine,D04197,https://www.kegg.jp/entry/D04197
Colorectal cancer,H00020,Trifluridine and tipiracil hydrochloride,D10526,https://www.kegg.jp/entry/D10526
Colorectal cancer,H00020,Irinotecan hydrochloride,D01061,https://www.kegg.jp/entry/D01061
Colorectal cancer,H00020,Encorafenib,D11053,https://www.kegg.jp/entry/D11053
Colorectal cancer,H00020,Fruquintinib,D11977,https://www.kegg.jp/entry/D11977
Colorectal cancer,H00020,Regorafenib hydrate,D10137,https://www.kegg.jp/entry/D10137
Colorectal cancer,H00020,Cetuximab,D03455,https://www.kegg.jp/entry/D03455
Colorectal cancer,H00020,Panitumumab,D05350,https://www.kegg.jp/entry/D05350
Colorectal cancer,H00020,Nivolumab,D10316,https://www.kegg.jp/entry/D10316
Colorectal cancer,H00020,Pembrolizumab,D10574,https://www.kegg.jp/entry/D10574
Colorectal cancer,H00020,Bevacizumab,D06409,https://www.kegg.jp/entry/D06409
Colorectal cancer,H00020,Ramucirumab,D09371,https://www.kegg.jp/entry/D09371
Colorectal cancer,H00020,Oxaliplatin,D01790,https://www.kegg.jp/entry/D01790
Colorectal cancer,H00020,Aflibercept,D09574,https://www.kegg.jp/entry/D09574
Colorectal cancer,H00020,Leucovorin calcium,D01211,https://www.kegg.jp/entry/D01211
Colorectal cancer,H00020,Levoleucovorin calcium,D04715,https://www.kegg.jp/entry/D04715
Colorectal cancer,H00020,Calcium levofolinate hydrate,D11555,https://www.kegg.jp/entry/D11555
Colorectal cancer,H00020,Sodium levofolinate,D11394,https://www.kegg.jp/entry/D11394
Thrombocytopenia (THC),H00978,Triamcinolone acetonide,D00983,https://www.kegg.jp/entry/D00983
Thrombocytopenia (THC),H00978,Lusutrombopag,D10476,https://www.kegg.jp/entry/D10476
Thrombocytopenia (THC),H00978,Avatrombopag maleate,D10307,https://www.kegg.jp/entry/D10307
Chronic lymphocytic leukemia,H00005,Cyclophosphamide,D00287,https://www.kegg.jp/entry/D00287
Chronic lymphocytic leukemia,H00005,Chlorambucil,D00266,https://www.kegg.jp/entry/D00266
Chronic lymphocytic leukemia,H00005,Bendamustine hydrochloride,D07085,https://www.kegg.jp/entry/D07085
Chronic lymphocytic leukemia,H00005,Fludarabine phosphate,D01907,https://www.kegg.jp/entry/D01907
Chronic lymphocytic leukemia,H00005,Ibrutinib,D10223,https://www.kegg.jp/entry/D10223
Chronic lymphocytic leukemia,H00005,Acalabrutinib,D10893,https://www.kegg.jp/entry/D10893
Chronic lymphocytic leukemia,H00005,Idelalisib,D10560,https://www.kegg.jp/entry/D10560
Chronic lymphocytic leukemia,H00005,Duvelisib hydrate,D11658,https://www.kegg.jp/entry/D11658
Chronic lymphocytic leukemia,H00005,Pemigatinib,D11417,https://www.kegg.jp/entry/D11417
Chronic lymphocytic leukemia,H00005,Rituximab,D02994,https://www.kegg.jp/entry/D02994
Chronic lymphocytic leukemia,H00005,Rituximab and hyaluronidase,D11393,https://www.kegg.jp/entry/D11393
Chronic lymphocytic leukemia,H00005,Ofatumumab,D09314,https://www.kegg.jp/entry/D09314
Chronic lymphocytic leukemia,H00005,Obinutuzumab,D09321,https://www.kegg.jp/entry/D09321
Chronic lymphocytic leukemia,H00005,Venetoclax,D10679,https://www.kegg.jp/entry/D10679
Chronic lymphocytic leukemia,H00005,Alemtuzumab,D02802,https://www.kegg.jp/entry/D02802
Chronic lymphocytic leukemia,H00005,Sodium phosphate P 32,D05870,https://www.kegg.jp/entry/D05870
Chronic lymphocytic leukemia,H00005,Ibritumomab tiuxetan,D04489,https://www.kegg.jp/entry/D04489
Small cell lung cancer,H00013,Methotrexate sodium,D02115,https://www.kegg.jp/entry/D02115
Small cell lung cancer,H00013,Etoposide,D00125,https://www.kegg.jp/entry/D00125
Small cell lung cancer,H00013,Etoposide phosphate,D04107,https://www.kegg.jp/entry/D04107
Small cell lung cancer,H00013,Topotecan hydrochloride,D02168,https://www.kegg.jp/entry/D02168
Small cell lung cancer,H00013,Nivolumab,D10316,https://www.kegg.jp/entry/D10316
Small cell lung cancer,H00013,Durvalumab,D10808,https://www.kegg.jp/entry/D10808
Small cell lung cancer,H00013,Atezolizumab,D10773,https://www.kegg.jp/entry/D10773
Small cell lung cancer,H00013,Lurbinectedin,D11644,https://www.kegg.jp/entry/D11644
Small cell lung cancer,H00013,Trilaciclib dihydrochloride,D11987,https://www.kegg.jp/entry/D11987
Small cell lung cancer,H00013,Tarlatamab,D12234,https://www.kegg.jp/entry/D12234
Choriocarcinoma,H00028,Methotrexate sodium,D02115,https://www.kegg.jp/entry/D02115
Choriocarcinoma,H00028,Vinblastine sulfate,D01068,https://www.kegg.jp/entry/D01068
Choriocarcinoma,H00028,Bleomycin sulfate,D02177,https://www.kegg.jp/entry/D02177
Cervical cancer,H00030,Recombinant adsorbed quadrivalent human papillomavirus virus-like particle vaccine,D10192,https://www.kegg.jp/entry/D10192
Cervical cancer,H00030,"Human papillomavirus 9-valent vaccine, recombinant",D11863,https://www.kegg.jp/entry/D11863
Cervical cancer,H00030,Topotecan hydrochloride,D02168,https://www.kegg.jp/entry/D02168
Cervical cancer,H00030,Pembrolizumab,D10574,https://www.kegg.jp/entry/D10574
Cervical cancer,H00030,Bevacizumab,D06409,https://www.kegg.jp/entry/D06409
Cervical cancer,H00030,Tisotumab vedotin,D11814,https://www.kegg.jp/entry/D11814
Kaposi sarcoma,H00041,Alitretinoin,D02815,https://www.kegg.jp/entry/D02815
Kaposi sarcoma,H00041,Vinblastine sulfate,D01068,https://www.kegg.jp/entry/D01068
Kaposi sarcoma,H00041,Paclitaxel,D00491,https://www.kegg.jp/entry/D00491
Kaposi sarcoma,H00041,Doxorubicin hydrochloride,D01275,https://www.kegg.jp/entry/D01275
Kaposi sarcoma,H00041,Interferon alfa-2b,D02745,https://www.kegg.jp/entry/D02745
Nasopharyngeal cancer,H00054,Toripalimab,D12202,https://www.kegg.jp/entry/D12202
Follicular lymphoma,H01613,Chlorambucil,D00266,https://www.kegg.jp/entry/D00266
Follicular lymphoma,H01613,Copanlisib hydrochloride hydrate,D10798,https://www.kegg.jp/entry/D10798
Follicular lymphoma,H01613,Pemigatinib,D11417,https://www.kegg.jp/entry/D11417
Follicular lymphoma,H01613,Umbralisib tosylate,D11323,https://www.kegg.jp/entry/D11323
Follicular lymphoma,H01613,Rituximab and hyaluronidase,D11393,https://www.kegg.jp/entry/D11393
Follicular lymphoma,H01613,Obinutuzumab,D09321,https://www.kegg.jp/entry/D09321
Follicular lymphoma,H01613,Mosunetuzumab,D11463,https://www.kegg.jp/entry/D11463
Follicular lymphoma,H01613,Glofitamab,D11833,https://www.kegg.jp/entry/D11833
Follicular lymphoma,H01613,Lisocabtagene maraleucel,D11990,https://www.kegg.jp/entry/D11990
Follicular lymphoma,H01613,Tazemetostat hydrobromide,D11485,https://www.kegg.jp/entry/D11485
Follicular lymphoma,H01613,Interferon alfa-2b,D02745,https://www.kegg.jp/entry/D02745
Follicular lymphoma,H01613,Lenalidomide,D04687,https://www.kegg.jp/entry/D04687
Follicular lymphoma,H01613,Ibritumomab tiuxetan,D04489,https://www.kegg.jp/entry/D04489
"Diffuse large B-cell lymphoma, not otherwise specified",H02434,Rituximab and hyaluronidase,D11393,https://www.kegg.jp/entry/D11393
"Diffuse large B-cell lymphoma, not otherwise specified",H02434,Pembrolizumab,D10574,https://www.kegg.jp/entry/D10574
"Diffuse large B-cell lymphoma, not otherwise specified",H02434,Tafasitamab,D11601,https://www.kegg.jp/entry/D11601
"Diffuse large B-cell lymphoma, not otherwise specified",H02434,Polatuzumab vedotin,D10761,https://www.kegg.jp/entry/D10761
"Diffuse large B-cell lymphoma, not otherwise specified",H02434,Loncastuximab tesirine,D11338,https://www.kegg.jp/entry/D11338
"Diffuse large B-cell lymphoma, not otherwise specified",H02434,Epcoritamab,D12368,https://www.kegg.jp/entry/D12368
"Diffuse large B-cell lymphoma, not otherwise specified",H02434,Glofitamab,D11833,https://www.kegg.jp/entry/D11833
"Diffuse large B-cell lymphoma, not otherwise specified",H02434,Lisocabtagene maraleucel,D11990,https://www.kegg.jp/entry/D11990
Colorectal cancer,H00020,Capecitabine,D01223,https://www.kegg.jp/entry/D01223
Colorectal cancer,H00020,Floxuridine,D04197,https://www.kegg.jp/entry/D04197
Colorectal cancer,H00020,Trifluridine and tipiracil hydrochloride,D10526,https://www.kegg.jp/entry/D10526
Colorectal cancer,H00020,Irinotecan hydrochloride,D01061,https://www.kegg.jp/entry/D01061
Colorectal cancer,H00020,Encorafenib,D11053,https://www.kegg.jp/entry/D11053
Colorectal cancer,H00020,Fruquintinib,D11977,https://www.kegg.jp/entry/D11977
Colorectal cancer,H00020,Regorafenib hydrate,D10137,https://www.kegg.jp/entry/D10137
Colorectal cancer,H00020,Cetuximab,D03455,https://www.kegg.jp/entry/D03455
Colorectal cancer,H00020,Panitumumab,D05350,https://www.kegg.jp/entry/D05350
Colorectal cancer,H00020,Nivolumab,D10316,https://www.kegg.jp/entry/D10316
Colorectal cancer,H00020,Pembrolizumab,D10574,https://www.kegg.jp/entry/D10574
Colorectal cancer,H00020,Bevacizumab,D06409,https://www.kegg.jp/entry/D06409
Colorectal cancer,H00020,Ramucirumab,D09371,https://www.kegg.jp/entry/D09371
Colorectal cancer,H00020,Oxaliplatin,D01790,https://www.kegg.jp/entry/D01790
Colorectal cancer,H00020,Aflibercept,D09574,https://www.kegg.jp/entry/D09574
Colorectal cancer,H00020,Leucovorin calcium,D01211,https://www.kegg.jp/entry/D01211
Colorectal cancer,H00020,Levoleucovorin calcium,D04715,https://www.kegg.jp/entry/D04715
Colorectal cancer,H00020,Calcium levofolinate hydrate,D11555,https://www.kegg.jp/entry/D11555
Colorectal cancer,H00020,Sodium levofolinate,D11394,https://www.kegg.jp/entry/D11394
Thrombocytopenia (THC),H00978,Triamcinolone acetonide,D00983,https://www.kegg.jp/entry/D00983
Thrombocytopenia (THC),H00978,Lusutrombopag,D10476,https://www.kegg.jp/entry/D10476
Thrombocytopenia (THC),H00978,Avatrombopag maleate,D10307,https://www.kegg.jp/entry/D10307
Bladder cancer,H00022,Thiotepa,D00583,https://www.kegg.jp/entry/D00583
Bladder cancer,H00022,Doxorubicin hydrochloride,D01275,https://www.kegg.jp/entry/D01275
Bladder cancer,H00022,Valrubicin,D02697,https://www.kegg.jp/entry/D02697
Bladder cancer,H00022,Mitomycin,D00208,https://www.kegg.jp/entry/D00208
Bladder cancer,H00022,Erdafitinib,D10927,https://www.kegg.jp/entry/D10927
Bladder cancer,H00022,Nivolumab,D10316,https://www.kegg.jp/entry/D10316
Bladder cancer,H00022,Pembrolizumab,D10574,https://www.kegg.jp/entry/D10574
Bladder cancer,H00022,Avelumab,D10817,https://www.kegg.jp/entry/D10817
Bladder cancer,H00022,Atezolizumab,D10773,https://www.kegg.jp/entry/D10773
Bladder cancer,H00022,Enfortumab vedotin,D11525,https://www.kegg.jp/entry/D11525
Bladder cancer,H00022,Cisplatin,D00275,https://www.kegg.jp/entry/D00275
Bladder cancer,H00022,Nadofaragene firadenovec,D12531,https://www.kegg.jp/entry/D12531
Bladder cancer,H00022,Nogapendekin alfa inbakicept,D12888,https://www.kegg.jp/entry/D12888
Cervical cancer,H00030,Recombinant adsorbed quadrivalent human papillomavirus virus-like particle vaccine,D10192,https://www.kegg.jp/entry/D10192
Cervical cancer,H00030,"Human papillomavirus 9-valent vaccine, recombinant",D11863,https://www.kegg.jp/entry/D11863
Cervical cancer,H00030,Topotecan hydrochloride,D02168,https://www.kegg.jp/entry/D02168
Cervical cancer,H00030,Pembrolizumab,D10574,https://www.kegg.jp/entry/D10574
Cervical cancer,H00030,Bevacizumab,D06409,https://www.kegg.jp/entry/D06409
Cervical cancer,H00030,Tisotumab vedotin,D11814,https://www.kegg.jp/entry/D11814
Thyroid cancer,H00032,Doxorubicin hydrochloride,D01275,https://www.kegg.jp/entry/D01275
Thyroid cancer,H00032,Dabrafenib mesylate,D10104,https://www.kegg.jp/entry/D10104
Thyroid cancer,H00032,Trametinib dimethyl sulfoxide,D10176,https://www.kegg.jp/entry/D10176
Thyroid cancer,H00032,Sorafenib tosylate,D06272,https://www.kegg.jp/entry/D06272
Thyroid cancer,H00032,Cabozantinib s-malate,D10095,https://www.kegg.jp/entry/D10095
Thyroid cancer,H00032,Lenvatinib mesylate,D09920,https://www.kegg.jp/entry/D09920
Thyroid cancer,H00032,Selpercatinib,D11713,https://www.kegg.jp/entry/D11713
Thyroid cancer,H00032,Pralsetinib,D11712,https://www.kegg.jp/entry/D11712
Thyroid cancer,H00032,Sodium iodide I 131,D02259,https://www.kegg.jp/entry/D02259
Thyroid cancer,H00032,Thyroid,D06482,https://www.kegg.jp/entry/D06482
Squamous cell carcinoma,H00040,Bleomycin sulfate,D02177,https://www.kegg.jp/entry/D02177
Squamous cell carcinoma,H00040,Pembrolizumab,D10574,https://www.kegg.jp/entry/D10574
Squamous cell carcinoma,H00040,Cemiplimab,D11108,https://www.kegg.jp/entry/D11108
Giant cell tumor of bone,H01470,Denosumab,D03684,https://www.kegg.jp/entry/D03684
Merkel cell carcinoma,H01555,Pembrolizumab,D10574,https://www.kegg.jp/entry/D10574
Merkel cell carcinoma,H01555,Avelumab,D10817,https://www.kegg.jp/entry/D10817
Merkel cell carcinoma,H01555,Retifanlimab,D11827,https://www.kegg.jp/entry/D11827
Medullary thyroid cancer,H01592,Vandetanib,D06407,https://www.kegg.jp/entry/D06407
Medullary thyroid cancer,H01592,Cabozantinib s-malate,D10095,https://www.kegg.jp/entry/D10095
Medullary thyroid cancer,H01592,Selpercatinib,D11713,https://www.kegg.jp/entry/D11713
Medullary thyroid cancer,H01592,Pralsetinib,D11712,https://www.kegg.jp/entry/D11712
Acute myeloid leukemia,H00003,Cyclophosphamide,D00287,https://www.kegg.jp/entry/D00287
Acute myeloid leukemia,H00003,Thioguanine,D06109,https://www.kegg.jp/entry/D06109
Acute myeloid leukemia,H00003,Cytarabine,D00168,https://www.kegg.jp/entry/D00168
Acute myeloid leukemia,H00003,Doxorubicin hydrochloride,D01275,https://www.kegg.jp/entry/D01275
Acute myeloid leukemia,H00003,Daunorubicin hydrochloride,D01264,https://www.kegg.jp/entry/D01264
Acute myeloid leukemia,H00003,Idarubicin hydrochloride,D01747,https://www.kegg.jp/entry/D01747
Acute myeloid leukemia,H00003,Mitoxantrone hydrochloride,D02166,https://www.kegg.jp/entry/D02166
Acute myeloid leukemia,H00003,Midostaurin,D05029,https://www.kegg.jp/entry/D05029
Acute myeloid leukemia,H00003,Quizartinib dihydrochloride,D09956,https://www.kegg.jp/entry/D09956
Acute myeloid leukemia,H00003,Gilteritinib fumarate,D10800,https://www.kegg.jp/entry/D10800
Acute myeloid leukemia,H00003,Gemtuzumab ozogamicin,D03259,https://www.kegg.jp/entry/D03259
Acute myeloid leukemia,H00003,Glasdegib maleate,D11107,https://www.kegg.jp/entry/D11107
Acute myeloid leukemia,H00003,Venetoclax,D10679,https://www.kegg.jp/entry/D10679
Acute myeloid leukemia,H00003,Enasidenib mesylate,D11044,https://www.kegg.jp/entry/D11044
Acute myeloid leukemia,H00003,Ivosidenib,D11090,https://www.kegg.jp/entry/D11090
Acute myeloid leukemia,H00003,Daunorubicin and cytarabine,D11390,https://www.kegg.jp/entry/D11390
Acute myeloid leukemia,H00003,Sargramostim,D05803,https://www.kegg.jp/entry/D05803
Acute myeloid leukemia,H00003,Enocitabine,D01633,https://www.kegg.jp/entry/D01633
Acute myeloid leukemia,H00003,Olutasidenib,D12483,https://www.kegg.jp/entry/D12483
Multiple myeloma,H00010,Cyclophosphamide,D00287,https://www.kegg.jp/entry/D00287
Multiple myeloma,H00010,Melphalan,D00369,https://www.kegg.jp/entry/D00369
Multiple myeloma,H00010,Melphalan hydrochloride,D08173,https://www.kegg.jp/entry/D08173
Multiple myeloma,H00010,Melphalan flufenamide hydrochloride,D11870,https://www.kegg.jp/entry/D11870
Multiple myeloma,H00010,Carmustine,D00254,https://www.kegg.jp/entry/D00254
Multiple myeloma,H00010,Doxorubicin hydrochloride,D01275,https://www.kegg.jp/entry/D01275
Multiple myeloma,H00010,Daratumumab,D10777,https://www.kegg.jp/entry/D10777
Multiple myeloma,H00010,Daratumumab and hyaluronidase,D11967,https://www.kegg.jp/entry/D11967
Multiple myeloma,H00010,Isatuximab,D11050,https://www.kegg.jp/entry/D11050
Multiple myeloma,H00010,Elotuzumab,D09337,https://www.kegg.jp/entry/D09337
Multiple myeloma,H00010,Belantamab mafodotin,D11595,https://www.kegg.jp/entry/D11595
Multiple myeloma,H00010,Teclistamab,D12177,https://www.kegg.jp/entry/D12177
Multiple myeloma,H00010,Talquetamab,D12180,https://www.kegg.jp/entry/D12180
Multiple myeloma,H00010,Bortezomib,D03150,https://www.kegg.jp/entry/D03150
Multiple myeloma,H00010,Carfilzomib,D08880,https://www.kegg.jp/entry/D08880
Multiple myeloma,H00010,Ixazomib citrate,D10131,https://www.kegg.jp/entry/D10131
Multiple myeloma,H00010,Ciltacabtagene autoleucel,D12315,https://www.kegg.jp/entry/D12315
Multiple myeloma,H00010,Idecabtagene vicleucel,D11556,https://www.kegg.jp/entry/D11556
Multiple myeloma,H00010,Selinexor,D11222,https://www.kegg.jp/entry/D11222
Multiple myeloma,H00010,Plerixafor,D08971,https://www.kegg.jp/entry/D08971
Multiple myeloma,H00010,Thalidomide,D00754,https://www.kegg.jp/entry/D00754
Multiple myeloma,H00010,Lenalidomide,D04687,https://www.kegg.jp/entry/D04687
Multiple myeloma,H00010,Pomalidomide,D08976,https://www.kegg.jp/entry/D08976
Multiple myeloma,H00010,Zoledronic acid,D01968,https://www.kegg.jp/entry/D01968
Multiple myeloma,H00010,Denosumab,D03684,https://www.kegg.jp/entry/D03684
Multiple myeloma,H00010,Elranatamab,D12058,https://www.kegg.jp/entry/D12058
Multiple myeloma,H00010,Motixafortide acetate,D12282,https://www.kegg.jp/entry/D12282
Non-small cell lung cancer,H00014,Methotrexate sodium,D02115,https://www.kegg.jp/entry/D02115
Non-small cell lung cancer,H00014,Pemetrexed sodium hydrate,D06503,https://www.kegg.jp/entry/D06503
Non-small cell lung cancer,H00014,Gemcitabine hydrochloride,D01155,https://www.kegg.jp/entry/D01155
Non-small cell lung cancer,H00014,Vinorelbine tartrate,D01935,https://www.kegg.jp/entry/D01935
Non-small cell lung cancer,H00014,Paclitaxel,D00491,https://www.kegg.jp/entry/D00491
Non-small cell lung cancer,H00014,Docetaxel,D07866,https://www.kegg.jp/entry/D07866
Non-small cell lung cancer,H00014,Docetaxel,D02165,https://www.kegg.jp/entry/D02165
Non-small cell lung cancer,H00014,Gefitinib,D01977,https://www.kegg.jp/entry/D01977
Non-small cell lung cancer,H00014,Erlotinib hydrochloride,D04023,https://www.kegg.jp/entry/D04023
Non-small cell lung cancer,H00014,Afatinib dimaleate,D09733,https://www.kegg.jp/entry/D09733
Non-small cell lung cancer,H00014,Osimertinib mesylate,D10766,https://www.kegg.jp/entry/D10766
Non-small cell lung cancer,H00014,Dacomitinib,D10514,https://www.kegg.jp/entry/D10514
Non-small cell lung cancer,H00014,Lazertinib mesylate,D12245,https://www.kegg.jp/entry/D12245
Non-small cell lung cancer,H00014,Mobocertinib succinate,D11969,https://www.kegg.jp/entry/D11969
Non-small cell lung cancer,H00014,Dabrafenib mesylate,D10104,https://www.kegg.jp/entry/D10104
Non-small cell lung cancer,H00014,Crizotinib,D09731,https://www.kegg.jp/entry/D09731
Non-small cell lung cancer,H00014,Ceritinib,D10551,https://www.kegg.jp/entry/D10551
Non-small cell lung cancer,H00014,Alectinib hydrochloride,D10450,https://www.kegg.jp/entry/D10450
Non-small cell lung cancer,H00014,Brigatinib,D10866,https://www.kegg.jp/entry/D10866
Non-small cell lung cancer,H00014,Lorlatinib,D11012,https://www.kegg.jp/entry/D11012
Non-small cell lung cancer,H00014,Trametinib dimethyl sulfoxide,D10176,https://www.kegg.jp/entry/D10176
Non-small cell lung cancer,H00014,Entrectinib,D10926,https://www.kegg.jp/entry/D10926
Non-small cell lung cancer,H00014,Capmatinib hydrochloride,D10891,https://www.kegg.jp/entry/D10891
Non-small cell lung cancer,H00014,Tepotinib hydrochloride,D11073,https://www.kegg.jp/entry/D11073
Non-small cell lung cancer,H00014,Selpercatinib,D11713,https://www.kegg.jp/entry/D11713
Non-small cell lung cancer,H00014,Pralsetinib,D11712,https://www.kegg.jp/entry/D11712
Non-small cell lung cancer,H00014,Trastuzumab deruxtecan,D11529,https://www.kegg.jp/entry/D11529
Non-small cell lung cancer,H00014,Necitumumab,D10018,https://www.kegg.jp/entry/D10018
Non-small cell lung cancer,H00014,Nivolumab,D10316,https://www.kegg.jp/entry/D10316
Non-small cell lung cancer,H00014,Pembrolizumab,D10574,https://www.kegg.jp/entry/D10574
Non-small cell lung cancer,H00014,Durvalumab,D10808,https://www.kegg.jp/entry/D10808
Non-small cell lung cancer,H00014,Atezolizumab,D10773,https://www.kegg.jp/entry/D10773
Non-small cell lung cancer,H00014,Cemiplimab,D11108,https://www.kegg.jp/entry/D11108
Non-small cell lung cancer,H00014,Bevacizumab,D06409,https://www.kegg.jp/entry/D06409
